Fecha,Tipo Consulta,VENTAS,CANT_VENTAS
2024-11-25,Infantil,5562000,89
2024-11-25,Adultos,5050000,81
2024-11-25,Teleconsulta,3031000,46
2024-11-26,Adultos,9127000,144
2024-11-26,Infantil,7542000,122
2024-11-26,Teleconsulta,2766000,45
2024-11-27,Adultos,6094000,104
2024-11-27,Infantil,5364000,90
2024-11-27,Teleconsulta,2756000,49
2024-11-28,Adultos,6381000,115
2024-11-28,Infantil,6676000,117
2024-11-28,Teleconsulta,3628000,54
2024-11-29,Teleconsulta,2783000,42
2024-11-29,Infantil,4012000,72
2024-11-29,Adultos,6387000,107
2024-11-30,Adultos,1892000,44
2024-11-30,Infantil,2849000,57
2024-11-30,Teleconsulta,1339000,22
2024-12-02,Teleconsulta,3074000,46
2024-12-02,Infantil,5497000,86
2024-12-02,Adultos,4887000,83
2024-12-03,Infantil,6884000,115
2024-12-03,Teleconsulta,1955000,31
2024-12-03,Adultos,7950000,131
2024-12-04,Adultos,4041000,73
2024-12-04,Infantil,4542000,79
2024-12-04,Teleconsulta,2514000,44
2024-12-05,Infantil,6745000,111
2024-12-05,Teleconsulta,3722000,59
2024-12-05,Adultos,6463000,110
2024-12-06,Adultos,3773000,63
2024-12-06,Teleconsulta,2006000,33
2024-12-06,Infantil,3562000,64
2024-12-07,Teleconsulta,1871000,30
2024-12-07,Infantil,2869000,56
2024-12-07,Adultos,2687000,55
2024-12-09,Adultos,5041000,85
2024-12-09,Infantil,4352000,70
2024-12-09,Teleconsulta,2675000,42
2024-12-10,Teleconsulta,2848000,47
2024-12-10,Infantil,4217000,80
2024-12-10,Adultos,9143000,146
2024-12-11,Infantil,4619000,78
2024-12-11,Teleconsulta,3724000,59
2024-12-11,Adultos,5911000,100
2024-12-12,Adultos,7223000,124
2024-12-12,Infantil,7788000,131
2024-12-12,Teleconsulta,3447000,52
2024-12-13,Infantil,4166000,78
2024-12-13,Teleconsulta,1999000,32
2024-12-13,Adultos,6200000,106
2024-12-14,Teleconsulta,1582000,26
2024-12-14,Adultos,2142000,44
2024-12-14,Infantil,2823000,57
2024-12-16,Teleconsulta,1866000,29
2024-12-16,Infantil,4160000,66
2024-12-16,Adultos,4912000,82
2024-12-17,Teleconsulta,2275000,39
2024-12-17,Infantil,4539000,79
2024-12-17,Adultos,6690000,101
2024-12-18,Adultos,6236000,100
2024-12-18,Infantil,5006000,85
2024-12-18,Teleconsulta,2706000,47
2024-12-19,Infantil,6518000,109
2024-12-19,Teleconsulta,4297000,66
2024-12-19,Adultos,4847000,82
2024-12-20,Infantil,2346000,44
2024-12-20,Teleconsulta,2486000,41
2024-12-20,Adultos,6382000,101
2024-12-21,Teleconsulta,1053000,18
2024-12-21,Infantil,3415000,65
2024-12-21,Adultos,1998000,42
2024-12-23,Teleconsulta,2264000,34
2024-12-23,Adultos,4115000,64
2024-12-23,Infantil,3053000,51
2024-12-24,Infantil,1533000,26
2024-12-24,Teleconsulta,1222000,20
2024-12-24,Adultos,2691000,45
2024-12-26,Infantil,4718000,82
2024-12-26,Adultos,5629000,97
2024-12-26,Teleconsulta,4516000,69
2024-12-27,Adultos,5178000,84
2024-12-27,Infantil,2949000,50
2024-12-27,Teleconsulta,1791000,30
2024-12-28,Adultos,2337000,45
2024-12-28,Infantil,2459000,45
2024-12-28,Teleconsulta,2552000,38
2024-12-30,Teleconsulta,1937000,30
2024-12-30,Adultos,3633000,55
2024-12-30,Infantil,2761000,40
2024-12-31,Adultos,3125000,47
2024-12-31,Infantil,2288000,36
2024-12-31,Teleconsulta,2071000,32
2025-01-02,Adultos,3783000,67
2025-01-02,Infantil,4228000,74
2025-01-02,Teleconsulta,4049000,63
2025-01-03,Adultos,4721000,74
2025-01-03,Teleconsulta,2285000,39
2025-01-03,Infantil,3295000,52
2025-01-04,Teleconsulta,2849000,44
2025-01-04,Infantil,2172000,48
2025-01-04,Adultos,2318000,47
2025-01-06,Adultos,5802000,95
2025-01-06,Infantil,4846000,78
2025-01-06,Teleconsulta,2752000,41
2025-01-07,Infantil,5251000,90
2025-01-07,Teleconsulta,2750000,49
2025-01-07,Adultos,9388000,147
2025-01-08,Teleconsulta,2660000,43
2025-01-08,Adultos,6450000,103
2025-01-08,Infantil,6450000,105
2025-01-09,Infantil,5068000,89
2025-01-09,Teleconsulta,3883000,63
2025-01-09,Adultos,7471000,128
2025-01-10,Adultos,5888000,96
2025-01-10,Infantil,2998000,56
2025-01-10,Teleconsulta,1450000,24
2025-01-11,Teleconsulta,1746000,29
2025-01-11,Adultos,2021000,41
2025-01-11,Infantil,1535000,32
2025-01-13,Infantil,3211000,49
2025-01-13,Adultos,5647000,90
2025-01-13,Teleconsulta,2404000,36
2025-01-14,Adultos,9006000,140
2025-01-14,Infantil,3922000,69
2025-01-14,Teleconsulta,3359000,59
2025-01-15,Adultos,6040000,96
2025-01-15,Infantil,4325000,81
2025-01-15,Teleconsulta,2239000,36
2025-01-16,Teleconsulta,3750000,57
2025-01-16,Adultos,7660000,130
2025-01-16,Infantil,5130000,91
2025-01-17,Adultos,5624000,92
2025-01-17,Infantil,3026000,59
2025-01-17,Teleconsulta,2019000,33
2025-01-18,Adultos,2568000,51
2025-01-18,Infantil,2885000,50
2025-01-18,Teleconsulta,2192000,33
2025-01-20,Adultos,4557000,78
2025-01-20,Teleconsulta,1788000,27
2025-01-20,Infantil,3464000,52
2025-01-21,Teleconsulta,2670000,47
2025-01-21,Infantil,5106000,89
2025-01-21,Adultos,7154000,114
2025-01-22,Adultos,6029000,102
2025-01-22,Infantil,3823000,64
2025-01-22,Teleconsulta,2060000,34
2025-01-23,Infantil,4754000,81
2025-01-23,Teleconsulta,4367000,68
2025-01-23,Adultos,6387000,113
2025-01-24,Teleconsulta,1674000,27
2025-01-24,Adultos,5874000,99
2025-01-24,Infantil,2722000,50
2025-01-25,Adultos,1852000,41
2025-01-25,Infantil,2265000,49
2025-01-25,Teleconsulta,1616000,28
2025-01-27,Adultos,6163000,104
2025-01-27,Infantil,3889000,65
2025-01-27,Teleconsulta,2654000,39
2025-01-28,Adultos,6704000,109
2025-01-28,Infantil,4596000,80
2025-01-28,Teleconsulta,2261000,40
2025-01-29,Infantil,4228000,74
2025-01-29,Teleconsulta,2371000,39
2025-01-29,Adultos,6500000,106
2025-01-30,Teleconsulta,3789000,61
2025-01-30,Infantil,5631000,91
2025-01-30,Adultos,6173000,107
2025-01-31,Adultos,5802000,94
2025-01-31,Infantil,3212000,59
2025-01-31,Teleconsulta,1626000,26
2025-02-01,Teleconsulta,2101000,36
2025-02-01,Infantil,1814000,39
2025-02-01,Adultos,2390000,48
2025-02-03,Infantil,3711000,59
2025-02-03,Teleconsulta,2980000,46
2025-02-03,Adultos,6370000,101
2025-02-04,Adultos,5993000,94
2025-02-04,Infantil,4109000,66
2025-02-04,Teleconsulta,1981000,34
2025-02-05,Infantil,4072000,72
2025-02-05,Adultos,5114000,84
2025-02-05,Teleconsulta,2202000,35
2025-02-06,Teleconsulta,3463000,54
2025-02-06,Adultos,5577000,90
2025-02-06,Infantil,4561000,74
2025-02-07,Adultos,3385000,56
2025-02-07,Teleconsulta,2165000,35
2025-02-07,Infantil,1173000,23
2025-02-08,Infantil,1686000,33
2025-02-08,Teleconsulta,2381000,38
2025-02-08,Adultos,1278000,29
2025-02-10,Teleconsulta,3423000,52
2025-02-10,Adultos,5837000,94
2025-02-10,Infantil,2555000,40
2025-02-11,Infantil,4446000,74
2025-02-11,Teleconsulta,2498000,41
2025-02-11,Adultos,4628000,72
2025-02-12,Adultos,4527000,74
2025-02-12,Infantil,2650000,48
2025-02-12,Teleconsulta,3514000,56
2025-02-13,Infantil,4882000,75
2025-02-13,Teleconsulta,3411000,51
2025-02-13,Adultos,5065000,84
2025-02-14,Adultos,2769000,45
2025-02-14,Infantil,1218000,21
2025-02-14,Teleconsulta,1971000,29
2025-02-15,Teleconsulta,2261000,32
2025-02-15,Infantil,464000,11
2025-02-15,Adultos,1889000,40
2025-02-17,Teleconsulta,2421000,38
2025-02-17,Adultos,4864000,76
2025-02-17,Infantil,2502000,40
2025-02-18,Teleconsulta,1608000,26
2025-02-18,Adultos,5490000,85
2025-02-18,Infantil,3486000,59
2025-02-19,Teleconsulta,2520000,41
2025-02-19,Infantil,3996000,61
2025-02-19,Adultos,4980000,87
2025-02-20,Adultos,4468000,80
2025-02-20,Infantil,4707000,75
2025-02-20,Teleconsulta,4335000,64
2025-02-21,Infantil,3310000,56
2025-02-21,Adultos,2938000,55
2025-02-21,Teleconsulta,1778000,29
2025-02-22,Teleconsulta,2089000,33
2025-02-22,Infantil,1660000,37
2025-02-22,Adultos,1696000,34
2025-02-24,Adultos,5135000,80
2025-02-24,Infantil,3709000,61
2025-02-24,Teleconsulta,3401000,49
2025-02-25,Teleconsulta,2375000,36
2025-02-25,Infantil,5422000,87
2025-02-25,Adultos,4581000,70
2025-02-26,Teleconsulta,2167000,34
2025-02-26,Infantil,5432000,92
2025-02-26,Adultos,5894000,98
2025-02-27,Adultos,6899000,114
2025-02-27,Infantil,6245000,103
2025-02-27,Teleconsulta,3421000,52
2025-02-28,Adultos,4847000,82
2025-02-28,Infantil,4583000,81
2025-02-28,Teleconsulta,1477000,23
2025-03-01,Infantil,1853000,36
2025-03-01,Teleconsulta,2411000,38
2025-03-01,Adultos,2015000,37
2025-03-03,Infantil,4548000,75
2025-03-03,Teleconsulta,3117000,50
2025-03-03,Adultos,5607000,86
2025-03-04,Teleconsulta,2730000,47
2025-03-04,Adultos,7776000,118
2025-03-04,Infantil,7157000,116
2025-03-05,Teleconsulta,2418000,36
2025-03-05,Infantil,5359000,91
2025-03-05,Adultos,7071000,110
2025-03-06,Adultos,7346000,127
2025-03-06,Infantil,6408000,106
2025-03-06,Teleconsulta,5156000,76
2025-03-07,Teleconsulta,2049000,31
2025-03-07,Adultos,5510000,90
2025-03-07,Infantil,3643000,73
2025-03-08,Infantil,3982000,83
2025-03-08,Teleconsulta,1313000,21
2025-03-08,Adultos,2018000,46
2025-03-10,Adultos,7014000,110
2025-03-10,Infantil,5191000,83
2025-03-10,Teleconsulta,3358000,50
2025-03-11,Infantil,6686000,109
2025-03-11,Adultos,7636000,116
2025-03-11,Teleconsulta,3239000,54
2025-03-12,Adultos,5906000,92
2025-03-12,Teleconsulta,2720000,43
2025-03-12,Infantil,6470000,106
2025-03-13,Teleconsulta,3407000,53
2025-03-13,Infantil,7165000,113
2025-03-13,Adultos,7867000,131
2025-03-14,Adultos,5074000,88
2025-03-14,Infantil,4756000,80
2025-03-14,Teleconsulta,2153000,33
2025-03-15,Adultos,2909000,55
2025-03-15,Infantil,3286000,69
2025-03-15,Teleconsulta,2469000,38
2025-03-17,Adultos,7376000,116
2025-03-17,Infantil,5211000,82
2025-03-17,Teleconsulta,2957000,47
2025-03-18,Adultos,7858000,120
2025-03-18,Infantil,6436000,105
2025-03-18,Teleconsulta,2861000,49
2025-03-19,Teleconsulta,2678000,40
2025-03-19,Adultos,6324000,102
2025-03-19,Infantil,6497000,105
2025-03-20,Infantil,6597000,108
2025-03-20,Teleconsulta,4077000,62
2025-03-20,Adultos,6702000,117
2025-03-21,Teleconsulta,1813000,31
2025-03-21,Infantil,4255000,78
2025-03-21,Adultos,5737000,98
2025-03-22,Adultos,3583000,70
2025-03-22,Infantil,3423000,72
2025-03-22,Teleconsulta,2541000,39
2025-03-24,Infantil,5017000,79
2025-03-24,Adultos,6567000,105
2025-03-24,Teleconsulta,3319000,49
2025-03-25,Infantil,7309000,116
2025-03-25,Teleconsulta,3309000,57
2025-03-25,Adultos,5987000,90
2025-03-26,Infantil,5891000,97
2025-03-26,Teleconsulta,3355000,52
2025-03-26,Adultos,6976000,111
2025-03-27,Teleconsulta,2675000,42
2025-03-27,Infantil,6873000,112
2025-03-27,Adultos,6989000,115
2025-03-28,Teleconsulta,2393000,36
2025-03-28,Adultos,4317000,80
2025-03-28,Infantil,4691000,92
2025-03-29,Teleconsulta,1181000,20
2025-03-29,Infantil,2711000,55
2025-03-29,Adultos,2476000,52
2025-03-31,Teleconsulta,2930000,42
2025-03-31,Infantil,5817000,87
2025-03-31,Adultos,5600000,89
2025-04-01,Adultos,5654000,92
2025-04-01,Infantil,7902000,123
2025-04-01,Teleconsulta,2954000,49
2025-04-02,Infantil,6912000,110
2025-04-02,Teleconsulta,2972000,47
2025-04-02,Adultos,4749000,75
2025-04-03,Infantil,7135000,111
2025-04-03,Teleconsulta,3926000,60
2025-04-03,Adultos,7080000,114
2025-04-04,Adultos,5396000,96
2025-04-04,Infantil,3813000,70
2025-04-04,Teleconsulta,1580000,26
2025-04-05,Teleconsulta,2304000,38
2025-04-05,Adultos,2769000,53
2025-04-05,Infantil,3042000,63
2025-04-07,Infantil,5401000,81
2025-04-07,Adultos,5808000,95
2025-04-07,Teleconsulta,4571000,68
2025-04-08,Adultos,7451000,115
2025-04-08,Infantil,7501000,125
2025-04-08,Teleconsulta,2950000,52
2025-04-09,Adultos,5617000,89
2025-04-09,Infantil,5943000,100
2025-04-09,Teleconsulta,3649000,55
2025-04-10,Teleconsulta,3820000,55
2025-04-10,Adultos,7149000,128
2025-04-10,Infantil,7669000,117
2025-04-11,Infantil,5010000,97
2025-04-11,Teleconsulta,2314000,37
2025-04-11,Adultos,4206000,75
2025-04-12,Adultos,2709000,56
2025-04-12,Infantil,3541000,73
2025-04-12,Teleconsulta,2403000,39
2025-04-14,Teleconsulta,4169000,64
2025-04-14,Adultos,7566000,119
2025-04-14,Infantil,6568000,104
2025-04-15,Adultos,6316000,103
2025-04-15,Infantil,7613000,122
2025-04-15,Teleconsulta,3900000,63
2025-04-16,Adultos,5488000,92
2025-04-16,Infantil,7272000,114
2025-04-16,Teleconsulta,2917000,43
2025-04-17,Adultos,6765000,115
2025-04-17,Infantil,6910000,107
2025-04-17,Teleconsulta,4506000,66
2025-04-21,Teleconsulta,3711000,55
2025-04-21,Adultos,5841000,95
2025-04-21,Infantil,5960000,89
2025-04-22,Adultos,6738000,105
2025-04-22,Infantil,7693000,121
2025-04-22,Teleconsulta,3859000,62
2025-04-23,Adultos,6737000,102
2025-04-23,Infantil,6982000,113
2025-04-23,Teleconsulta,3178000,47
2025-04-24,Adultos,6231000,105
2025-04-24,Teleconsulta,4534000,69
2025-04-24,Infantil,8164000,127
2025-04-25,Teleconsulta,2514000,38
2025-04-25,Infantil,4435000,85
2025-04-25,Adultos,4943000,88
2025-04-26,Adultos,3821000,71
2025-04-26,Infantil,3348000,63
2025-04-26,Teleconsulta,2621000,39
2025-04-28,Infantil,5856000,92
2025-04-28,Teleconsulta,3795000,59
2025-04-28,Adultos,7168000,109
2025-04-29,Adultos,7032000,114
2025-04-29,Infantil,8068000,128
2025-04-29,Teleconsulta,3746000,61
2025-04-30,Adultos,5759000,93
2025-04-30,Infantil,5766000,99
2025-04-30,Teleconsulta,3602000,55
2025-05-02,Adultos,2840000,52
2025-05-02,Infantil,3643000,71
2025-05-02,Teleconsulta,3303000,48
2025-05-03,Adultos,2623000,50
2025-05-03,Teleconsulta,1389000,24
2025-05-03,Infantil,1768000,42
2025-05-05,Teleconsulta,4076000,62
2025-05-05,Infantil,6023000,96
2025-05-05,Adultos,6891000,108
2025-05-06,Adultos,7068000,116
2025-05-06,Infantil,8001000,130
2025-05-06,Teleconsulta,3616000,58
2025-05-07,Teleconsulta,3121000,49
2025-05-07,Adultos,6530000,101
2025-05-07,Infantil,6783000,115
2025-05-08,Infantil,8343000,129
2025-05-08,Teleconsulta,4095000,65
2025-05-08,Adultos,6325000,111
2025-05-09,Adultos,4347000,75
2025-05-09,Infantil,4023000,76
2025-05-09,Teleconsulta,2754000,45
2025-05-10,Adultos,2594000,51
2025-05-10,Infantil,2710000,55
2025-05-10,Teleconsulta,2194000,36
2025-05-12,Teleconsulta,3983000,58
2025-05-12,Adultos,6790000,111
2025-05-12,Infantil,6265000,95
2025-05-13,Adultos,6789000,106
2025-05-13,Teleconsulta,4198000,66
2025-05-13,Infantil,7553000,121
2025-05-14,Adultos,5831000,94
2025-05-14,Teleconsulta,3281000,54
2025-05-14,Infantil,7076000,119
2025-05-15,Infantil,7798000,122
2025-05-15,Adultos,7339000,125
2025-05-15,Teleconsulta,5081000,78
2025-05-16,Teleconsulta,2146000,36
2025-05-16,Infantil,4927000,95
2025-05-16,Adultos,4647000,84
2025-05-17,Infantil,2916000,53
2025-05-17,Teleconsulta,1813000,29
2025-05-17,Adultos,3003000,60
2025-05-19,Adultos,5863000,93
2025-05-19,Infantil,5402000,84
2025-05-19,Teleconsulta,3839000,59
2025-05-20,Adultos,7703000,121
2025-05-20,Infantil,6237000,102
2025-05-20,Teleconsulta,4117000,67
2025-05-22,Infantil,8244000,131
2025-05-22,Teleconsulta,3915000,56
2025-05-22,Adultos,7329000,122
2025-05-23,Teleconsulta,2519000,41
2025-05-23,Infantil,4397000,89
2025-05-23,Adultos,4773000,84
2025-05-24,Teleconsulta,1477000,23
2025-05-24,Adultos,2469000,54
2025-05-24,Infantil,3341000,66
2025-05-26,Teleconsulta,3597000,59
2025-05-26,Infantil,5346000,81
2025-05-26,Adultos,6582000,105
2025-05-27,Infantil,7361000,121
2025-05-27,Teleconsulta,3803000,63
2025-05-27,Adultos,7048000,115
2025-05-28,Adultos,6402000,103
2025-05-28,Infantil,6300000,101
2025-05-28,Teleconsulta,3550000,57
2025-05-29,Infantil,7219000,111
2025-05-29,Teleconsulta,4819000,70
2025-05-29,Adultos,6848000,113
2025-05-30,Teleconsulta,2929000,44
2025-05-30,Adultos,5121000,92
2025-05-30,Infantil,4562000,87
2025-05-31,Infantil,2870000,58
2025-05-31,Teleconsulta,2107000,33
2025-05-31,Adultos,2521000,50
2025-06-02,Teleconsulta,3759000,57
2025-06-02,Adultos,7134000,115
2025-06-02,Infantil,4638000,72
2025-06-03,Teleconsulta,3810000,62
2025-06-03,Adultos,6519000,103
2025-06-03,Infantil,6816000,113
2025-06-04,Infantil,6559000,109
2025-06-04,Teleconsulta,4156000,63
2025-06-04,Adultos,5696000,93
2025-06-05,Adultos,6566000,111
2025-06-05,Infantil,9363000,143
2025-06-05,Teleconsulta,4253000,64
2025-06-06,Teleconsulta,2759000,45
2025-06-06,Infantil,5176000,100
2025-06-06,Adultos,4654000,83
2025-06-07,Teleconsulta,2526000,36
2025-06-07,Adultos,2507000,54
2025-06-07,Infantil,3072000,63
2025-06-09,Teleconsulta,3896000,59
2025-06-09,Infantil,6086000,96
2025-06-09,Adultos,6966000,112
2025-06-10,Teleconsulta,4847000,75
2025-06-10,Infantil,6581000,111
2025-06-10,Adultos,7720000,120
2025-06-11,Adultos,4819000,80
2025-06-11,Infantil,5488000,101
2025-06-11,Teleconsulta,3609000,56
2025-06-12,Infantil,6256000,101
2025-06-12,Teleconsulta,4245000,65
2025-06-12,Adultos,6922000,119
2025-06-13,Teleconsulta,2238000,39
2025-06-13,Infantil,4247000,82
2025-06-13,Adultos,3697000,61
2025-06-14,Adultos,2304000,47
2025-06-14,Infantil,3733000,70
2025-06-14,Teleconsulta,1656000,28
2025-06-16,Teleconsulta,3007000,46
2025-06-16,Adultos,6638000,104
2025-06-16,Infantil,5319000,84
2025-06-17,Teleconsulta,3133000,48
2025-06-17,Adultos,7523000,120
2025-06-17,Infantil,6584000,110
2025-06-18,Infantil,6042000,106
2025-06-18,Adultos,5009000,77
2025-06-18,Teleconsulta,2564000,41
2025-06-19,Adultos,5941000,103
2025-06-19,Infantil,7345000,116
2025-06-19,Teleconsulta,4836000,69
2025-06-21,Adultos,2449000,49
2025-06-21,Infantil,2233000,46
2025-06-21,Teleconsulta,1103000,21
2025-06-23,Infantil,5147000,77
2025-06-23,Adultos,6150000,95
2025-06-23,Teleconsulta,2600000,39
2025-06-24,Adultos,6850000,108
2025-06-24,Infantil,5905000,100
2025-06-24,Teleconsulta,3840000,63
2025-06-25,Adultos,5915000,92
2025-06-25,Infantil,5461000,93
2025-06-25,Teleconsulta,2888000,42
2025-06-26,Adultos,7587000,128
2025-06-26,Infantil,7264000,111
2025-06-26,Teleconsulta,3871000,58
2025-06-27,Teleconsulta,2516000,38
2025-06-27,Infantil,3987000,75
2025-06-27,Adultos,3803000,60
2025-06-28,Adultos,2129000,46
2025-06-28,Infantil,3478000,64
2025-06-28,Teleconsulta,992000,17
2025-06-30,Teleconsulta,2773000,42
2025-06-30,Infantil,4597000,72
2025-06-30,Adultos,6711000,106
2025-07-01,Infantil,5244000,84
2025-07-01,Teleconsulta,3942000,62
2025-07-01,Adultos,6539000,109
2025-07-02,Adultos,5788000,93
2025-07-02,Infantil,5761000,96
2025-07-02,Teleconsulta,2652000,43
2025-07-03,Infantil,7746000,122
2025-07-03,Teleconsulta,4271000,68
2025-07-03,Adultos,7332000,126
2025-07-04,Teleconsulta,1811000,29
2025-07-04,Infantil,3703000,73
2025-07-04,Adultos,4251000,77
2025-07-05,Teleconsulta,1925000,29
2025-07-05,Infantil,2028000,43
2025-07-05,Adultos,2744000,54
2025-07-07,Adultos,7460000,121
2025-07-07,Infantil,5168000,84
2025-07-07,Teleconsulta,4019000,60
2025-07-08,Teleconsulta,4168000,67
2025-07-08,Infantil,6680000,114
2025-07-08,Adultos,7529000,122
2025-07-09,Teleconsulta,3497000,57
2025-07-09,Infantil,5899000,98
2025-07-09,Adultos,7523000,125
2025-07-10,Adultos,7714000,127
2025-07-10,Infantil,5915000,95
2025-07-10,Teleconsulta,3901000,59
2025-07-11,Teleconsulta,2952000,45
2025-07-11,Infantil,4773000,94
2025-07-11,Adultos,4750000,87
2025-07-12,Teleconsulta,2146000,34
2025-07-12,Infantil,3871000,77
2025-07-12,Adultos,2929000,59
2025-07-14,Adultos,6759000,103
2025-07-14,Infantil,5868000,90
2025-07-14,Teleconsulta,3315000,49
2025-07-15,Adultos,8644000,133
2025-07-15,Infantil,7743000,132
2025-07-15,Teleconsulta,3588000,58
2025-07-17,Infantil,8476000,138
2025-07-17,Adultos,7332000,122
2025-07-17,Teleconsulta,4529000,71
2025-07-18,Infantil,4380000,85
2025-07-18,Teleconsulta,2697000,45
2025-07-18,Adultos,3971000,74
2025-07-19,Infantil,2681000,57
2025-07-19,Teleconsulta,1562000,24
2025-07-19,Adultos,2748000,59
2025-07-21,Adultos,7740000,121
2025-07-21,Infantil,5246000,83
2025-07-21,Teleconsulta,3614000,54
2025-07-22,Infantil,6630000,106
2025-07-22,Teleconsulta,3779000,60
2025-07-22,Adultos,6900000,108
2025-07-23,Infantil,7275000,121
2025-07-23,Teleconsulta,3893000,62
2025-07-23,Adultos,7391000,120
2025-07-24,Adultos,7497000,124
2025-07-24,Infantil,7427000,123
2025-07-24,Teleconsulta,4364000,67
2025-07-25,Adultos,5346000,98
2025-07-25,Infantil,4552000,87
2025-07-25,Teleconsulta,1835000,31
2025-07-26,Adultos,2814000,56
2025-07-26,Infantil,3034000,53
2025-07-26,Teleconsulta,1338000,22
2025-07-28,Teleconsulta,3023000,46
2025-07-28,Adultos,6418000,102
2025-07-28,Infantil,5381000,87
2025-07-29,Adultos,8851000,137
2025-07-29,Infantil,6586000,113
2025-07-29,Teleconsulta,3103000,47
2025-07-30,Adultos,7395000,119
2025-07-30,Infantil,7162000,122
2025-07-30,Teleconsulta,3618000,56
2025-07-31,Adultos,7197000,119
2025-07-31,Teleconsulta,5613000,86
2025-07-31,Infantil,9177000,148
2025-08-01,Teleconsulta,1821000,30
2025-08-01,Infantil,4512000,85
2025-08-01,Adultos,3360000,61
2025-08-02,Adultos,2548000,56
2025-08-02,Infantil,2913000,53
2025-08-02,Teleconsulta,1670000,27
2025-08-04,Infantil,5202000,82
2025-08-04,Teleconsulta,2784000,43
2025-08-04,Adultos,7612000,120
2025-08-05,Infantil,7715000,124
2025-08-05,Adultos,8268000,128
2025-08-05,Teleconsulta,3550000,56
2025-08-06,Adultos,7091000,110
2025-08-06,Infantil,6509000,110
2025-08-06,Teleconsulta,3109000,51
2025-08-07,Adultos,7629000,130
2025-08-07,Infantil,9052000,144
2025-08-07,Teleconsulta,5576000,85
2025-08-08,Adultos,5648000,101
2025-08-08,Teleconsulta,2520000,41
2025-08-08,Infantil,4282000,81
2025-08-09,Teleconsulta,2314000,36
2025-08-09,Infantil,3377000,68
2025-08-09,Adultos,2967000,57
2025-08-11,Adultos,7871000,126
2025-08-11,Infantil,5472000,89
2025-08-11,Teleconsulta,4631000,68
2025-08-12,Infantil,8198000,136
2025-08-12,Teleconsulta,4811000,75
2025-08-12,Adultos,8903000,143
2025-08-13,Infantil,5648000,100
2025-08-13,Teleconsulta,2629000,44
2025-08-13,Adultos,6378000,103
2025-08-14,Adultos,8579000,145
2025-08-14,Infantil,8560000,137
2025-08-14,Teleconsulta,5688000,90
2025-08-16,Teleconsulta,2385000,37
2025-08-16,Infantil,2403000,51
2025-08-16,Adultos,1829000,38
2025-08-18,Teleconsulta,2981000,45
2025-08-18,Adultos,6206000,97
2025-08-18,Infantil,5247000,80
2025-08-19,Teleconsulta,5080000,76
2025-08-19,Infantil,7318000,124
2025-08-19,Adultos,6730000,106
2025-08-20,Infantil,6123000,107
2025-08-20,Teleconsulta,3352000,52
2025-08-20,Adultos,5956000,94
2025-08-21,Teleconsulta,4920000,78
2025-08-21,Infantil,8190000,127
2025-08-21,Adultos,7635000,130
2025-08-22,Infantil,4782000,92
2025-08-22,Teleconsulta,3456000,58
2025-08-22,Adultos,3803000,67
2025-08-23,Adultos,3483000,72
2025-08-23,Infantil,3051000,62
2025-08-23,Teleconsulta,2525000,38
2025-08-25,Teleconsulta,4121000,64
2025-08-25,Infantil,5055000,79
2025-08-25,Adultos,7272000,117
2025-08-26,Teleconsulta,4645000,73
2025-08-26,Adultos,8994000,143
2025-08-26,Infantil,7667000,129
2025-08-27,Infantil,4477000,77
2025-08-27,Teleconsulta,3271000,53
2025-08-27,Adultos,6980000,115
2025-08-28,Teleconsulta,5369000,83
2025-08-28,Infantil,7913000,130
2025-08-28,Adultos,7130000,127
2025-08-29,Adultos,5035000,84
2025-08-29,Infantil,4022000,84
2025-08-29,Teleconsulta,2665000,46
2025-08-30,Infantil,3350000,63
2025-08-30,Teleconsulta,1891000,30
2025-08-30,Adultos,3115000,65
2025-09-01,Teleconsulta,3539000,57
2025-09-01,Infantil,4594000,69
2025-09-01,Adultos,8086000,125
2025-09-02,Adultos,10352000,162
2025-09-02,Infantil,8286000,137
2025-09-02,Teleconsulta,5786000,91
2025-09-03,Teleconsulta,3496000,60
2025-09-03,Adultos,7030000,109
2025-09-03,Infantil,6575000,111
2025-09-04,Adultos,8441000,140
2025-09-04,Infantil,8667000,139
2025-09-04,Teleconsulta,5510000,82
2025-09-05,Adultos,5349000,93
2025-09-05,Infantil,4404000,88
2025-09-05,Teleconsulta,2403000,41
2025-09-06,Adultos,3081000,60
2025-09-06,Infantil,2907000,55
2025-09-06,Teleconsulta,2155000,34
2025-09-08,Infantil,4463000,74
2025-09-08,Adultos,8223000,127
2025-09-08,Teleconsulta,2956000,47
2025-09-09,Adultos,9330000,144
2025-09-09,Infantil,8000000,134
2025-09-09,Teleconsulta,4395000,68
2025-09-10,Adultos,5263000,88
2025-09-10,Infantil,5834000,98
2025-09-10,Teleconsulta,3731000,58
2025-09-11,Adultos,7115000,121
2025-09-11,Teleconsulta,4825000,73
2025-09-11,Infantil,5636000,90
2025-09-12,Teleconsulta,2494000,37
2025-09-12,Infantil,4478000,87
2025-09-12,Adultos,5148000,87
2025-09-13,Adultos,2784000,60
2025-09-13,Infantil,3103000,64
2025-09-13,Teleconsulta,2678000,43
2025-09-15,Teleconsulta,3312000,52
2025-09-15,Infantil,3886000,64
2025-09-15,Adultos,5674000,88
2025-09-16,Infantil,4885000,85
2025-09-16,Teleconsulta,4692000,73
2025-09-16,Adultos,6856000,110
